100,0,	21.673189030911722
188,0,	17.343122197787938
269,0,	20.109623915210136
323,1,	38.67588003753562
397,0,	29.066206444645445
453,0,	34.60386057882269
513,0,	20.724180612764304
678,1,	39.99667864806283
724,0,	21.787197603128256
728,0,	30.277381428041377
742,0,	21.167591574869867
752,0,	18.004185888670527
760,0,	26.499684798535473
766,0,	20.238780479539354
771,0,	19.847855981333012
809,0,	19.09311391817461
848,0,	14.64996865270086
972,0,	19.06853165027244
1004,1,	36.31996863264148
1040,1,	38.85991485399237
1054,0,	23.523237225516393
1097,0,	21.55931333581898
1138,0,	17.19722311586049
1196,0,	17.99554887562382
1200,0,	18.094808087099057
1205,0,	17.689532859522796
1250,0,	23.543434548333305
1271,0,	21.648341008761967
1293,0,	21.720360409859122
1387,0,	16.426934429218004
1416,0,	18.822044585631797
1445,0,	18.507790187855452
1531,0,	22.120054798235973
1562,0,	22.67415240446318
1601,0,	22.70670729979308
1627,0,	26.72238685801672
1848,0,	20.231870869101996
1890,0,	20.20463105872392
1918,0,	27.03252206495541
1946,0,	19.966116621511006
1955,0,	22.82031724063822
1974,0,	24.260173754086203
2032,0,	33.57140532693169
2122,0,	31.230774791274058
2177,0,	23.891306858429907
2290,0,	18.29850871787755
2294,0,	24.600870699497854
2297,0,	21.049065180444284
2324,0,	17.236820498751545
2380,0,	23.197023886598455
2617,0,	21.453676022401563
2628,0,	18.00352150305155
2664,0,	26.979371215437205
2699,0,	19.904993144565076
2821,0,	21.715045324907305
2852,0,	20.574693848494363
2885,0,	19.386772361762645
2908,0,	24.71182309786709
2939,0,	24.681925745013103
2975,0,	19.109723558649044
3145,0,	18.487858619286126
3181,0,	22.092150602238917
3217,0,	18.254925021272626
3247,0,	23.779690074441696
3249,0,	20.35146028051794
3257,0,	25.88446371536233
3277,1,	52.741587976907674
3353,0,	17.23376432490425
3519,0,	21.17197651995511
3631,0,	18.389130916306073
3633,0,	21.084277618250095
3774,0,	34.6211346049161
3775,0,	29.13556830326669
3787,0,	20.869016677701396
3804,0,	20.621865227441766
3944,0,	24.679268202537195
3968,0,	23.875361603574447
4094,0,	20.464671589991696
4095,1,	40.85307171092479
4128,0,	26.998505521263755
4273,0,	30.188353755098397
4310,0,	20.848420723513087
4479,0,	18.606783645083095
4486,0,	19.848121735580605
4498,0,	19.99827288546951
4523,0,	26.411985896830437
